# Mode: whitelist
item_id,name,is_filtered
7060,Tuna potato,true
3369,Thin snail meat,true
13441,Anglerfish,true
2120,Lime,true
7188,Fish pie,true
1871,Chopped onion,true
11473,Anti-poison supermix(2),true
29134,Cooked dashing kebbit,true
2124,Lime slices,true
11437,Relicym's mix(2),true
2243,Premade t'd crunch,true
1907,Wizard's mind bomb,true
1917,Beer,true
391,Manta ray,true
11509,Ranging mix(2),true
4608,Super kebab,true
7568,Cooked jubbly,true
2122,Lime chunks,true
2116,Pineapple chunks,true
19662,Botanical pie,true
22929,Dragonfruit,true
29128,Cooked wild kebbit,true
29900,Varlamorian kebab,true
2195,Veg ball,true
2028,Premade blurb' sp.,true
1957,Onion,true
8520,Asgarnian ale,true
4014,Monkey bar,true
26350,Ancient mix(2),true
6962,Triangle sandwich,true
1913,Dwarven stout,true
1913,Dwarven stout,true
2112,Orange slices,true
11485,Super str. mix(2),true
11501,Antidote+ mix(2),true
2152,Toad's legs,true
2255,Toad batta,true
5763,Cider,true
21690,Mushroom pie,true
1915,Grog,true
29143,Cooked moonlight antelope,true
197,Poison chalice,true
7521,Cooked crab meat,true
1969,Spinach roll,true
11489,Magic essence mix(2),true
11481,Super energy mix(2),true
2253,Worm batta,true
2128,Equa leaves,true
2162,King worm,true
2259,Cheese+tom batta,true
8524,Dragon bitter,true
23948,Elven dawn,true
3373,Fat snail meat,true
2343,Cooked oomlie wrap,true
2084,Fruit blast,true
2213,Spicy crunchies,true
2191,Worm hole,true
9994,Spicy tomato,true
1861,Ugthanki meat,true
8522,Greenman's ale,true
5972,Papaya fruit,true
2209,Chocchip crunchies,true
7072,Spicy sauce,true
9996,Spicy minced meat,true
5745,Dragon bitter(m),true
2281,Vegetable batta,true
3371,Lean snail meat,true
2277,Fruit batta,true
247,Jangerberries,true
11465,Prayer mix(2),true
11493,Super restore mix(2),true
12633,Stamina mix(2),true
8526,Chef's delight,true
22430,Bloody bracer,true
2205,Worm crunchies,true
2217,Toad crunchies,true
1961,Easter egg,true
2064,Blurberry special,true
5865,Asgarnian ale(m4),true
1959,Pumpkin,true
5749,Moonlight mead(m),true
4517,Giant frog legs,true
5751,Axeman's folly,true
4627,Bandit's brew,true
5873,Greenmans ale(m4),true
5889,Dragon bitter(m4),true
1989,Half full wine jug,true
10476,Purple sweets,true
5881,Mind bomb(m4),true
5793,Greenmans ale(4),true
5897,Moonlight mead(m4),true
5801,Mind bomb(4),true
5739,Asgarnian ale(m),true
5747,Dwarven stout(m),true
5741,Mature wmb,true
5929,Cider(m4),true
5743,Greenman's ale(m),true
5757,Chef's delight(m),true
5753,Axeman's folly(m),true
5913,Chef's delight(m4),true
5921,Slayer's respite(m4),true
5905,Axeman's folly(m4),true
5857,Dwarven stout(m4),true
5761,Slayer's respite(m),true
6311,Gout tuber,true
5765,Mature cider,true
27014,Kovac's grog,true
24595,Blighted karambwan,true
24589,Blighted manta ray,true
24592,Blighted anglerfish,true
